WorkDate,Customer,Location,BusinessType,OrderCount,NumberOfPieces,TotalRevenue
9/11/2021,Amazon,New York,Final Mile,4,20,465.05
9/11/2021,Amazon,Birmingham,Final Mile,5,25,375.29
9/11/2021,Amazon,Minneapolis,Final Mile,8,40,822.9
9/11/2021,Amazon,Dallas,Final Mile,11,55,1241.59
9/11/2021,Amazon,Tampa Bay,Final Mile,11,55,613.27
9/11/2021,Amazon,Sacramento,Final Mile,3,15,338.4
9/11/2021,Walmart,New York,Middle Mile,10,50,220.17
9/11/2021,Walmart,Milwaukee,Middle Mile,5,25,389.26
9/11/2021,Amazon,Nashville,Final Mile,4,20,405
9/11/2021,Target,Milwaukee,Middle Mile,12,60,421.55
9/11/2021,Walmart,Chicago,Middle Mile,14,98,2308.92
9/11/2021,Costco,Houston,First Mile,3,15,211.3
9/11/2021,Costco,New York,First Mile,5,25,371.39
9/11/2021,Costco,Milwaukee,First Mile,2,6,66.61
9/11/2021,Costco,San Francisco,First Mile,3,15,533.6
9/11/2021,Target,Dallas,Middle Mile,11,55,422.27
9/11/2021,Costco,Miami,First Mile,6,24,812.16
9/11/2021,Target,Seattle,Middle Mile,7,28,696.94
9/11/2021,Target,Chicago,Middle Mile,14,56,673.15
9/11/2021,Target,Tampa Bay,Middle Mile,6,30,122.92
9/11/2021,Target,Detroit,Middle Mile,10,50,261.13
9/11/2021,Target,San Francisco,Middle Mile,6,30,303.21
9/11/2021,Target,Los Angeles,Middle Mile,6,30,439.02
9/12/2021,Home Goods,Tampa Bay,Middle Mile,6,30,251.25
9/12/2021,Chick-Fil-A,Tampa Bay,Final Mile,8,40,398.25
9/12/2021,Home Goods,Houston,Middle Mile,6,30,432.56
9/12/2021,Home Goods,Los Angeles,Middle Mile,9,45,455.71
9/12/2021,Home Goods,Detroit,Middle Mile,12,60,388.34
9/12/2021,Home Goods,Miami,Middle Mile,8,40,475.49
9/12/2021,Home Depot,Milwaukee,Final Mile,6,42,1514.84
9/12/2021,T.J. Maxx,Milwaukee,Middle Mile,13,78,308.98
9/12/2021,Home Depot,Houston,Final Mile,14,70,3228.75
9/12/2021,Home Depot,Atlanta,Final Mile,13,65,2975.12
9/12/2021,Home Depot,Detroit,Final Mile,12,96,3799.25
9/12/2021,Home Depot,Sacramento,Final Mile,10,50,2262.13
9/12/2021,Chick-Fil-A,Detroit,Final Mile,9,45,341.37
9/12/2021,T.J. Maxx,Los Angeles,Middle Mile,12,60,293.35
9/12/2021,Chick-Fil-A,San Francisco,Final Mile,4,20,182.43
9/12/2021,Starbucks,Los Angeles,Middle Mile,11,55,844.29
9/12/2021,Chipotle,New York,Final Mile,10,50,660.22
9/12/2021,Lowes,Detroit,Final Mile,3,18,147.32
9/12/2021,Lowes,Chicago,Final Mile,7,35,1819.91
9/12/2021,Shein,New York,Middle Mile,5,20,396.49
9/12/2021,Shein,Sacramento,Middle Mile,4,20,199.81
9/12/2021,Starbucks,Chicago,Middle Mile,11,55,885.75
9/12/2021,Starbucks,New York,Middle Mile,8,40,246.55
9/12/2021,Starbucks,Nashville,Middle Mile,10,50,767.52
9/12/2021,Starbucks,Dallas,Middle Mile,5,25,378.37
9/12/2021,Starbucks,Miami,Middle Mile,10,60,260.82
9/12/2021,Starbucks,Tampa Bay,Middle Mile,4,20,86.63
9/12/2021,Starbucks,Minneapolis,Middle Mile,5,25,375.58
9/12/2021,Starbucks,Milwaukee,Middle Mile,9,45,389.28
9/12/2021,Home Depot,Nashville,Final Mile,14,70,1906.67
9/12/2021,Chipotle,Dallas,Final Mile,5,15,203.99
9/12/2021,Costco,Detroit,First Mile,2,12,250.61
9/12/2021,Costco,San Diego,First Mile,6,30,665.41
9/12/2021,Costco,Minneapolis,First Mile,5,35,1382.27
9/12/2021,Costco,Dallas,First Mile,4,20,430
9/12/2021,Amazon,Atlanta,Final Mile,12,60,1351.02
9/12/2021,Amazon,San Francisco,Final Mile,8,40,200.46
9/12/2021,Amazon,Los Angeles,Final Mile,9,45,773.07
9/12/2021,Amazon,San Diego,Final Mile,12,60,402.78
9/12/2021,Amazon,Houston,Final Mile,6,30,161.69
9/12/2021,Amazon,New York,Final Mile,4,20,465.05
9/12/2021,Amazon,Birmingham,Final Mile,5,25,375.29
9/12/2021,Amazon,Dallas,Final Mile,11,55,1241.59
9/12/2021,Amazon,Tampa Bay,Final Mile,11,55,613.27
9/12/2021,Amazon,Sacramento,Final Mile,3,12,270.72
9/12/2021,Walmart,New York,Middle Mile,10,40,176.13
9/12/2021,Walmart,Milwaukee,Middle Mile,5,25,389.26
9/12/2021,Target,Atlanta,Middle Mile,10,60,507.83
9/12/2021,Target,Milwaukee,Middle Mile,12,60,421.55
9/12/2021,Amazon,Chicago,Final Mile,11,44,482.63
9/12/2021,Target,Detroit,Middle Mile,10,40,208.9
9/12/2021,Costco,Birmingham,First Mile,2,12,187.39
9/12/2021,Costco,Houston,First Mile,3,12,169.04
9/12/2021,Costco,Chicago,First Mile,2,10,379.36
9/12/2021,Target,San Francisco,Middle Mile,6,30,303.21
9/12/2021,Costco,Los Angeles,First Mile,4,20,462.51
9/12/2021,Costco,Milwaukee,First Mile,2,10,111.02
9/12/2021,Costco,New York,First Mile,5,40,594.22
9/12/2021,Costco,Atlanta,First Mile,6,30,1065.25
9/12/2021,Target,Dallas,Middle Mile,11,44,337.81
9/12/2021,Target,Los Angeles,Middle Mile,6,30,439.02
9/12/2021,Target,Seattle,Middle Mile,7,28,696.94
9/12/2021,Target,Nashville,Middle Mile,11,55,679.65
9/12/2021,Costco,Miami,First Mile,6,30,1015.2
9/13/2021,Home Goods,Houston,Middle Mile,34,136,1960.95
9/13/2021,Home Goods,Los Angeles,Middle Mile,45,225,2278.54
9/13/2021,T.J. Maxx,Milwaukee,Middle Mile,69,138,546.66
9/13/2021,Home Depot,San Francisco,Final Mile,41,205,14806.26
9/13/2021,Home Depot,Atlanta,Final Mile,65,325,14875.62
9/13/2021,Starbucks,Minneapolis,Middle Mile,26,130,1953.02
9/13/2021,Home Depot,Miami,Final Mile,27,135,5611.5
9/13/2021,Home Depot,Sacramento,Final Mile,50,250,11310.67
9/13/2021,Home Depot,Dallas,Final Mile,57,285,5717.61
9/13/2021,Home Depot,San Diego,Final Mile,59,413,5664.6
9/13/2021,Home Depot,Tampa Bay,Final Mile,34,170,12404.24
9/13/2021,Chick-Fil-A,Tampa Bay,Final Mile,44,220,2190.37
9/13/2021,Home Depot,Detroit,Final Mile,61,305,12070.54
9/13/2021,Chick-Fil-A,Los Angeles,Final Mile,29,145,2173.21
9/13/2021,Shein,Chicago,Middle Mile,38,228,3090.25
9/13/2021,Lowes,Detroit,Final Mile,18,126,1031.23
9/13/2021,Lowes,Chicago,Final Mile,38,152,7903.6
9/13/2021,Lowes,Sacramento,Final Mile,34,238,9788.92
9/13/2021,Shein,Tampa Bay,Middle Mile,52,312,7169.29
9/13/2021,Shein,New York,Middle Mile,25,125,2478.08
9/13/2021,Shein,Nashville,Middle Mile,38,190,4121.46
9/13/2021,Shein,Milwaukee,Middle Mile,53,212,4892.66
9/13/2021,Starbucks,Houston,Middle Mile,51,255,2663.28
9/13/2021,Starbucks,New York,Middle Mile,42,168,1035.51
9/13/2021,Starbucks,Birmingham,Middle Mile,54,270,2616.11
9/13/2021,Starbucks,Detroit,Middle Mile,19,95,1539.98
9/13/2021,Starbucks,Miami,Middle Mile,53,265,1151.96
9/13/2021,Home Depot,Birmingham,Final Mile,21,105,7870.1
9/13/2021,Lowes,Milwaukee,Final Mile,13,65,1951.69
9/13/2021,Costco,Nashville,First Mile,21,105,3289.69
9/13/2021,Costco,Chicago,First Mile,12,60,2276.19
9/13/2021,Costco,San Diego,First Mile,33,165,3659.73
9/13/2021,Amazon,Chicago,Final Mile,57,285,3126.14
9/13/2021,Costco,Seattle,First Mile,20,100,2155.45
9/13/2021,Amazon,San Francisco,Final Mile,40,160,801.83
9/13/2021,Amazon,Los Angeles,Final Mile,46,230,3951.26
9/13/2021,Amazon,San Diego,Final Mile,60,240,1611.14
9/13/2021,Amazon,Houston,Final Mile,31,155,835.38
9/13/2021,Amazon,New York,Final Mile,24,120,2790.31
9/13/2021,Amazon,Birmingham,Final Mile,28,140,2101.64
9/13/2021,Amazon,Nashville,Final Mile,23,138,2794.53
9/13/2021,Amazon,Minneapolis,Final Mile,41,246,5060.84
9/13/2021,Amazon,Dallas,Final Mile,59,354,7991.35
9/13/2021,Amazon,Tampa Bay,Final Mile,55,275,3066.33
9/13/2021,Amazon,Sacramento,Final Mile,18,90,2030.42
9/13/2021,Walmart,New York,Middle Mile,53,265,1166.89
9/13/2021,Amazon,Atlanta,Final Mile,60,300,6755.12
9/13/2021,Walmart,Chicago,Middle Mile,70,350,8246.16
9/13/2021,Walmart,Milwaukee,Middle Mile,29,145,2257.69
9/13/2021,Costco,Los Angeles,First Mile,24,120,2775.06
9/13/2021,Costco,Sacramento,First Mile,16,96,1535.41
9/13/2021,Costco,San Francisco,First Mile,18,72,2561.29
9/13/2021,Costco,Atlanta,First Mile,33,165,5858.87
9/13/2021,Target,Dallas,Middle Mile,55,275,2111.33
9/13/2021,Costco,Birmingham,First Mile,10,50,780.81
9/13/2021,Target,Chicago,Middle Mile,72,360,4327.42
9/13/2021,Target,Sacramento,Middle Mile,58,290,2218.85
9/13/2021,Target,Detroit,Middle Mile,51,255,1331.76
9/13/2021,Target,Milwaukee,Middle Mile,64,320,2248.29
9/13/2021,Target,Seattle,Middle Mile,39,195,4853.72
9/13/2021,Target,Atlanta,Middle Mile,53,159,1345.74
9/14/2021,Home Goods,San Francisco,Middle Mile,50,250,1764.42
9/14/2021,T.J. Maxx,Los Angeles,Middle Mile,63,315,1540.1
9/14/2021,T.J. Maxx,Milwaukee,Middle Mile,69,345,1366.66
9/14/2021,T.J. Maxx,Seattle,Middle Mile,27,135,1368.96
9/14/2021,Home Depot,Milwaukee,Final Mile,30,150,5410.14
9/14/2021,Home Depot,Sacramento,Final Mile,50,250,11310.67
9/14/2021,Starbucks,Atlanta,Middle Mile,19,95,1417.55
9/14/2021,Costco,Seattle,First Mile,20,100,2155.45
9/14/2021,Costco,Detroit,First Mile,11,55,1148.61
9/14/2021,Home Goods,Los Angeles,Middle Mile,45,180,1822.83
9/14/2021,Home Depot,Miami,Final Mile,27,81,3366.9
9/14/2021,Chick-Fil-A,Los Angeles,Final Mile,29,174,2607.85
9/14/2021,Shein,Chicago,Middle Mile,38,190,2575.21
9/14/2021,Chipotle,New York,Final Mile,53,265,3499.16
9/14/2021,Lowes,Detroit,Final Mile,18,90,736.59
9/14/2021,Lowes,Chicago,Final Mile,38,190,9879.5
9/14/2021,Shein,New York,Middle Mile,25,100,1982.46
9/14/2021,Shein,Sacramento,Middle Mile,23,138,1378.7
9/14/2021,Shein,Nashville,Middle Mile,38,190,4121.46
9/14/2021,Shein,Dallas,Middle Mile,53,265,5544.45
9/14/2021,Shein,Milwaukee,Middle Mile,53,318,7338.99
9/14/2021,Starbucks,New York,Middle Mile,42,210,1294.39
9/14/2021,Starbucks,Birmingham,Middle Mile,54,216,2092.89
9/14/2021,Costco,San Diego,First Mile,33,165,3659.73
9/14/2021,Chipotle,Atlanta,Final Mile,25,125,2136.32
9/14/2021,Costco,Houston,First Mile,15,75,1056.5
9/14/2021,Costco,Nashville,First Mile,21,105,3289.69
9/14/2021,Costco,Atlanta,First Mile,33,198,7030.65
9/14/2021,Amazon,Chicago,Final Mile,57,285,3126.14
9/14/2021,Amazon,Atlanta,Final Mile,60,300,6755.12
9/14/2021,Amazon,San Francisco,Final Mile,40,200,1002.29
9/14/2021,Amazon,Los Angeles,Final Mile,46,230,3951.26
9/14/2021,Amazon,San Diego,Final Mile,60,300,2013.92
9/14/2021,Amazon,Houston,Final Mile,31,124,668.3
9/14/2021,Amazon,New York,Final Mile,24,120,2790.31
9/14/2021,Amazon,Birmingham,Final Mile,28,140,2101.64
9/14/2021,Amazon,Nashville,Final Mile,23,138,2794.53
9/14/2021,Amazon,Minneapolis,Final Mile,41,164,3373.89
9/14/2021,Amazon,Dallas,Final Mile,59,413,9323.24
9/14/2021,Amazon,Tampa Bay,Final Mile,55,275,3066.33
9/14/2021,Costco,Milwaukee,First Mile,14,70,777.13
9/14/2021,Walmart,Milwaukee,Middle Mile,29,145,2257.69
9/14/2021,Target,Dallas,Middle Mile,55,275,2111.33
9/14/2021,Target,Los Angeles,Middle Mile,32,160,2341.47
9/14/2021,Target,Seattle,Middle Mile,39,117,2912.23
9/14/2021,Walmart,New York,Middle Mile,53,265,1166.89
9/14/2021,Target,Sacramento,Middle Mile,58,290,2218.85
9/14/2021,Target,Chicago,Middle Mile,72,360,4327.42
9/14/2021,Target,Detroit,Middle Mile,51,255,1331.76
9/14/2021,Target,San Francisco,Middle Mile,33,165,1667.64
9/14/2021,Target,Milwaukee,Middle Mile,64,320,2248.29
9/14/2021,Target,Atlanta,Middle Mile,53,265,2242.9
9/14/2021,Walmart,Chicago,Middle Mile,70,350,8246.16
9/14/2021,Target,Tampa Bay,Middle Mile,33,198,811.27
9/15/2021,Chick-Fil-A,Los Angeles,Final Mile,14,70,1049.13
9/15/2021,Home Goods,Los Angeles,Middle Mile,22,66,668.37
9/15/2021,Home Goods,Detroit,Middle Mile,30,150,970.86
9/15/2021,Home Goods,Chicago,Middle Mile,13,65,851.94
9/15/2021,Home Depot,Seattle,Final Mile,10,60,2078
9/15/2021,Home Goods,Miami,Middle Mile,21,105,1248.17
9/15/2021,Home Goods,San Francisco,Middle Mile,25,175,1235.09
9/15/2021,T.J. Maxx,Los Angeles,Middle Mile,31,124,606.26
9/15/2021,T.J. Maxx,Milwaukee,Middle Mile,34,170,673.43
9/15/2021,Chick-Fil-A,San Francisco,Final Mile,10,40,364.86
9/15/2021,Home Goods,Tampa Bay,Middle Mile,15,105,879.38
9/15/2021,Chipotle,Tampa Bay,Final Mile,15,75,828.7
9/15/2021,Shein,Nashville,Middle Mile,19,95,2060.73
9/15/2021,Lowes,Detroit,Final Mile,9,36,294.64
9/15/2021,Lowes,Chicago,Final Mile,19,95,4939.75
9/15/2021,Lowes,Sacramento,Final Mile,17,85,3496.04
9/15/2021,Shein,Sacramento,Middle Mile,11,66,659.38
9/15/2021,Shein,Chicago,Middle Mile,19,95,1287.61
9/15/2021,Shein,Dallas,Middle Mile,26,156,3263.9
9/15/2021,Starbucks,New York,Middle Mile,21,105,647.19
9/15/2021,Starbucks,Birmingham,Middle Mile,27,135,1308.05
9/15/2021,Starbucks,Dallas,Middle Mile,14,84,1271.33
9/15/2021,Starbucks,Minneapolis,Middle Mile,13,52,781.21
9/15/2021,Starbucks,Sacramento,Middle Mile,11,55,472.76
9/15/2021,Home Depot,Houston,Final Mile,36,180,8302.49
9/15/2021,Chipotle,Milwaukee,Final Mile,16,96,1354.49
9/15/2021,Home Depot,San Diego,Final Mile,29,174,2386.54
9/15/2021,Home Depot,Atlanta,Final Mile,32,160,7323.38
9/15/2021,Amazon,Nashville,Final Mile,11,55,1113.76
9/15/2021,Home Depot,Nashville,Final Mile,36,216,5883.45
9/15/2021,Amazon,Chicago,Final Mile,28,140,1535.65
9/15/2021,Amazon,Atlanta,Final Mile,30,150,3377.56
9/15/2021,Amazon,San Francisco,Final Mile,20,120,601.37
9/15/2021,Amazon,Los Angeles,Final Mile,23,115,1975.63
9/15/2021,Amazon,San Diego,Final Mile,30,150,1006.96
9/15/2021,Amazon,Birmingham,Final Mile,14,56,840.66
9/15/2021,Amazon,Minneapolis,Final Mile,20,80,1645.8
9/15/2021,Amazon,Dallas,Final Mile,29,145,3273.29
9/15/2021,Amazon,Sacramento,Final Mile,9,45,1015.21
9/15/2021,Walmart,Milwaukee,Middle Mile,14,84,1307.9
9/15/2021,Walmart,Chicago,Middle Mile,35,210,4947.69
9/15/2021,Walmart,New York,Middle Mile,26,130,572.43
9/15/2021,Target,Detroit,Middle Mile,25,100,522.26
9/15/2021,Costco,Detroit,First Mile,5,25,522.1
9/15/2021,Costco,Dallas,First Mile,10,50,1075.01
9/15/2021,Costco,Minneapolis,First Mile,13,52,2053.65
9/15/2021,Costco,Birmingham,First Mile,5,25,390.4
9/15/2021,Target,Atlanta,Middle Mile,26,130,1100.29
9/15/2021,Costco,Sacramento,First Mile,8,40,639.75
9/15/2021,Costco,Chicago,First Mile,6,30,1138.09
9/15/2021,Costco,Miami,First Mile,15,75,2537.99
9/15/2021,Target,Sacramento,Middle Mile,29,145,1109.42
9/15/2021,Target,Nashville,Middle Mile,29,145,1791.8
9/15/2021,Target,Tampa Bay,Middle Mile,16,112,458.9
9/15/2021,Costco,Milwaukee,First Mile,7,28,310.85
9/16/2021,Starbucks,Milwaukee,Middle Mile,23,115,994.82
9/16/2021,Home Goods,Tampa Bay,Middle Mile,15,75,628.13
9/16/2021,Home Goods,Los Angeles,Middle Mile,22,110,1113.95
9/16/2021,Home Goods,Detroit,Middle Mile,30,180,1165.03
9/16/2021,Home Goods,Chicago,Middle Mile,13,65,851.94
9/16/2021,Home Goods,Sacramento,Middle Mile,25,100,423.32
9/16/2021,Home Depot,Dallas,Final Mile,28,112,2246.92
9/16/2021,Home Depot,San Francisco,Final Mile,20,100,7222.56
9/16/2021,Home Depot,Houston,Final Mile,36,252,11623.49
9/16/2021,Home Depot,Detroit,Final Mile,30,180,7123.6
9/16/2021,Home Depot,Miami,Final Mile,13,78,3242.2
9/16/2021,Chick-Fil-A,Tampa Bay,Final Mile,22,110,1095.18
9/16/2021,T.J. Maxx,Los Angeles,Middle Mile,31,155,757.82
9/16/2021,Chick-Fil-A,San Francisco,Final Mile,10,60,547.3
9/16/2021,Starbucks,San Diego,Middle Mile,26,130,2279.74
9/16/2021,Chipotle,Dallas,Final Mile,13,52,707.16
9/16/2021,Chipotle,Houston,Final Mile,24,120,1806.99
9/16/2021,Chipotle,Chicago,Final Mile,34,136,1896.46
9/16/2021,Chipotle,San Francisco,Final Mile,22,88,639.42
9/16/2021,Chipotle,Milwaukee,Final Mile,16,64,903
9/16/2021,Lowes,Milwaukee,Final Mile,6,30,900.78
9/16/2021,Lowes,Sacramento,Final Mile,17,85,3496.04
9/16/2021,Shein,New York,Middle Mile,12,60,1189.48
9/16/2021,Shein,Chicago,Middle Mile,19,95,1287.61
9/16/2021,Shein,Dallas,Middle Mile,26,130,2719.92
9/16/2021,Starbucks,Seattle,Middle Mile,28,140,2132.38
9/16/2021,Starbucks,Birmingham,Middle Mile,27,108,1046.44
9/16/2021,Starbucks,Tampa Bay,Middle Mile,12,72,311.85
9/16/2021,Chipotle,Seattle,Final Mile,32,160,776.02
9/16/2021,Home Depot,Milwaukee,Final Mile,15,75,2705.07
9/16/2021,Home Goods,Birmingham,Middle Mile,24,120,839.82
9/16/2021,Home Depot,Tampa Bay,Final Mile,17,85,6202.12
9/16/2021,Home Depot,Nashville,Final Mile,36,180,4902.88
9/16/2021,Amazon,Atlanta,Final Mile,30,150,3377.56
9/16/2021,Amazon,San Francisco,Final Mile,20,80,400.92
9/16/2021,Amazon,Los Angeles,Final Mile,23,92,1580.51
9/16/2021,Amazon,San Diego,Final Mile,30,150,1006.96
9/16/2021,Amazon,Houston,Final Mile,15,75,404.22
9/16/2021,Amazon,New York,Final Mile,12,72,1674.18
9/16/2021,Amazon,Dallas,Final Mile,29,145,3273.29
9/16/2021,Amazon,Tampa Bay,Final Mile,27,135,1505.29
9/16/2021,Amazon,Sacramento,Final Mile,9,54,1218.25
9/16/2021,Walmart,Chicago,Middle Mile,35,175,4123.08
9/16/2021,Target,Atlanta,Middle Mile,26,104,880.23
9/16/2021,Target,Detroit,Middle Mile,25,125,652.82
9/16/2021,Target,Nashville,Middle Mile,29,174,2150.16
9/16/2021,Amazon,Birmingham,Final Mile,14,84,1260.98
9/16/2021,Target,Los Angeles,Middle Mile,16,96,1404.88
9/16/2021,Target,Sacramento,Middle Mile,29,145,1109.42
9/16/2021,Home Depot,Birmingham,Final Mile,10,50,3747.67
9/16/2021,Costco,Nashville,First Mile,10,50,1566.52
9/16/2021,Costco,Seattle,First Mile,10,50,1077.73
9/16/2021,Costco,Dallas,First Mile,10,50,1075.01
9/16/2021,Costco,Birmingham,First Mile,5,20,312.32
9/16/2021,Costco,Chicago,First Mile,6,30,1138.09
9/16/2021,Costco,Minneapolis,First Mile,13,65,2567.06
9/16/2021,Costco,New York,First Mile,13,65,965.61
9/16/2021,Costco,Los Angeles,First Mile,12,48,1110.02
9/16/2021,Costco,Sacramento,First Mile,8,48,767.7
9/16/2021,Costco,San Francisco,First Mile,9,45,1600.81
9/16/2021,Costco,Atlanta,First Mile,16,80,2840.67
9/16/2021,Target,Dallas,Middle Mile,27,135,1036.47
9/17/2021,Home Goods,Los Angeles,Middle Mile,22,88,891.16
9/17/2021,Chipotle,Dallas,Final Mile,13,65,883.95
9/17/2021,Chick-Fil-A,Tampa Bay,Final Mile,22,88,876.15
9/17/2021,Home Goods,Houston,Middle Mile,17,85,1225.59
9/17/2021,Home Goods,New York,Middle Mile,10,60,1088.09
9/17/2021,Chipotle,Tampa Bay,Final Mile,15,75,828.7
9/17/2021,Home Goods,Detroit,Middle Mile,30,120,776.69
9/17/2021,Home Depot,Houston,Final Mile,36,180,8302.49
9/17/2021,Home Goods,Sacramento,Middle Mile,25,150,634.98
9/17/2021,T.J. Maxx,Los Angeles,Middle Mile,31,155,757.82
9/17/2021,T.J. Maxx,Milwaukee,Middle Mile,34,170,673.43
9/17/2021,T.J. Maxx,Chicago,Middle Mile,24,120,1084.1
9/17/2021,Home Depot,San Francisco,Final Mile,20,100,7222.56
9/17/2021,Chipotle,Milwaukee,Final Mile,16,48,677.25
9/17/2021,Home Goods,Tampa Bay,Middle Mile,15,60,502.5
9/17/2021,Lowes,Sacramento,Final Mile,17,85,3496.04
9/17/2021,Starbucks,Miami,Middle Mile,26,104,452.09
9/17/2021,Shein,New York,Middle Mile,12,60,1189.48
9/17/2021,Starbucks,Los Angeles,Middle Mile,29,145,2225.87
9/17/2021,Starbucks,Tampa Bay,Middle Mile,12,60,259.88
9/17/2021,Starbucks,San Diego,Middle Mile,26,156,2735.69
9/17/2021,Home Depot,Detroit,Final Mile,30,150,5936.33
9/17/2021,Starbucks,Detroit,Middle Mile,9,45,729.47
9/17/2021,Starbucks,Birmingham,Middle Mile,27,108,1046.44
9/17/2021,Starbucks,Nashville,Middle Mile,26,130,1995.56
9/17/2021,Shein,Tampa Bay,Middle Mile,26,104,2389.76
9/17/2021,Starbucks,San Francisco,Middle Mile,26,130,924.83
9/17/2021,Shein,Milwaukee,Middle Mile,26,104,2400.17
9/17/2021,Shein,Dallas,Middle Mile,26,130,2719.92
9/17/2021,Shein,Detroit,Middle Mile,19,95,756.38
9/17/2021,Shein,Nashville,Middle Mile,19,95,2060.73
9/17/2021,Shein,Chicago,Middle Mile,19,114,1545.13
9/17/2021,Shein,Sacramento,Middle Mile,11,55,549.48
9/17/2021,Shein,Los Angeles,Middle Mile,7,28,182.14
9/17/2021,Starbucks,Houston,Middle Mile,25,125,1305.53
9/17/2021,Home Depot,Los Angeles,Final Mile,34,170,11078.09
9/17/2021,Home Depot,Atlanta,Final Mile,32,192,8788.06
9/17/2021,Home Depot,San Diego,Final Mile,29,145,1988.78
9/17/2021,Target,San Francisco,Middle Mile,16,64,646.84
9/17/2021,Target,Atlanta,Middle Mile,26,130,1100.29
9/17/2021,Walmart,Chicago,Middle Mile,35,175,4123.08
9/17/2021,Walmart,Milwaukee,Middle Mile,14,84,1307.9
9/17/2021,Walmart,New York,Middle Mile,26,130,572.43
9/17/2021,Amazon,Nashville,Final Mile,11,44,891.01
9/17/2021,Amazon,Birmingham,Final Mile,14,70,1050.82
9/17/2021,Amazon,New York,Final Mile,12,60,1395.15
9/17/2021,Amazon,Houston,Final Mile,15,75,404.22
9/17/2021,Amazon,San Diego,Final Mile,30,150,1006.96
9/17/2021,Amazon,Los Angeles,Final Mile,23,115,1975.63
9/17/2021,Amazon,San Francisco,Final Mile,20,100,501.14
9/17/2021,Amazon,Atlanta,Final Mile,30,150,3377.56
9/17/2021,Amazon,Chicago,Final Mile,28,140,1535.65
9/17/2021,Home Depot,Sacramento,Final Mile,25,125,5655.34
9/17/2021,Target,Detroit,Middle Mile,25,125,652.82
9/17/2021,Target,Tampa Bay,Middle Mile,16,80,327.79
9/17/2021,Amazon,Minneapolis,Final Mile,20,80,1645.8
9/17/2021,Target,Sacramento,Middle Mile,29,145,1109.42
9/17/2021,Target,Nashville,Middle Mile,29,87,1075.08
9/17/2021,Home Depot,Birmingham,Final Mile,10,50,3747.67
9/17/2021,Costco,Seattle,First Mile,10,50,1077.73
9/17/2021,Costco,Detroit,First Mile,5,20,417.68
9/17/2021,Costco,Dallas,First Mile,10,40,860.01
9/17/2021,Costco,Minneapolis,First Mile,13,78,3080.48
9/17/2021,Costco,Birmingham,First Mile,5,20,312.32
9/17/2021,Costco,Houston,First Mile,7,35,493.03
9/17/2021,Home Depot,Tampa Bay,Final Mile,17,85,6202.12
9/17/2021,Costco,Los Angeles,First Mile,12,60,1387.53
9/17/2021,Costco,Milwaukee,First Mile,7,35,388.56
9/17/2021,Costco,San Francisco,First Mile,9,45,1600.81
9/17/2021,Costco,Atlanta,First Mile,16,80,2840.67
9/17/2021,Target,Dallas,Middle Mile,27,135,1036.47
9/17/2021,Target,Chicago,Middle Mile,36,144,1730.97
9/17/2021,Costco,New York,First Mile,13,65,965.61
9/18/2021,Chick-Fil-A,Detroit,Final Mile,9,54,409.65
9/18/2021,Chick-Fil-A,Tampa Bay,Final Mile,8,40,398.25
9/18/2021,Home Goods,Birmingham,Middle Mile,9,54,377.92
9/18/2021,Home Goods,Los Angeles,Middle Mile,9,45,455.71
9/18/2021,Home Goods,Chicago,Middle Mile,5,25,327.67
9/18/2021,Home Goods,Tampa Bay,Middle Mile,6,36,301.5
9/18/2021,Home Goods,Sacramento,Middle Mile,10,50,211.66
9/18/2021,Home Depot,Seattle,Final Mile,4,20,692.67
9/18/2021,T.J. Maxx,Seattle,Middle Mile,5,20,202.81
9/18/2021,Home Depot,San Francisco,Final Mile,8,40,2889.03
9/18/2021,Home Depot,Houston,Final Mile,14,70,3228.75
9/18/2021,Home Depot,Atlanta,Final Mile,13,65,2975.12
9/18/2021,Home Depot,Los Angeles,Final Mile,13,65,4235.74
9/18/2021,Chick-Fil-A,San Francisco,Final Mile,4,20,182.43
9/18/2021,Home Goods,Miami,Middle Mile,8,40,475.49
9/18/2021,Chipotle,Seattle,Final Mile,13,65,315.26
9/18/2021,Home Depot,Dallas,Final Mile,11,55,1103.4
9/18/2021,Chipotle,Miami,Final Mile,3,12,201.59
9/18/2021,Starbucks,Milwaukee,Middle Mile,9,54,467.13
9/18/2021,Starbucks,Tampa Bay,Middle Mile,4,20,86.63
9/18/2021,Starbucks,Miami,Middle Mile,10,50,217.35
9/18/2021,Starbucks,Seattle,Middle Mile,11,55,837.72
9/18/2021,Starbucks,San Francisco,Middle Mile,10,40,284.56
9/18/2021,Shein,Milwaukee,Middle Mile,10,50,1153.93
9/18/2021,Shein,Detroit,Middle Mile,7,35,278.67
9/18/2021,Shein,Nashville,Middle Mile,7,35,759.22
9/18/2021,Shein,Chicago,Middle Mile,7,35,474.38
9/18/2021,Shein,Sacramento,Middle Mile,4,16,159.85
9/18/2021,Shein,Los Angeles,Middle Mile,2,10,65.05
9/18/2021,Shein,New York,Middle Mile,5,15,297.37
9/18/2021,Lowes,Sacramento,Final Mile,6,24,987.12
9/18/2021,Lowes,Chicago,Final Mile,7,28,1455.93
9/18/2021,Lowes,Milwaukee,Final Mile,2,12,360.31
9/18/2021,Chipotle,Detroit,Final Mile,4,20,87.46
9/18/2021,Home Depot,Nashville,Final Mile,14,70,1906.67
